0,nan,nan,nan
10,8.37159,4.04174,1.53052
20,9.16206,3.18052,1.15301
30,11.6965,3.0227,1.02232
40,11.0347,2.63075,0.704309
50,11.2282,2.31714,0.54508
60,10.6359,2.50722,0.569696
70,13.7415,3.04749,0.580423
80,15.3858,2.91117,0.473558
90,14.4317,2.99268,0.550336
100,12.8916,2.64465,0.35812
110,14.8004,2.89733,0.352463
120,16.1763,3.18571,0.57226
130,16.2759,3.19932,0.34447
140,17.3499,2.85981,0.341585
150,17.8072,2.81003,0.491227
160,14.9556,2.49984,0.337191
170,13.9591,2.44705,0.335423
180,15.0807,3.16791,0.333898
190,13.6953,2.96205,0.332494
200,16.2561,3.32134,0.42672
210,16.53,3.93602,0.543554
220,12.7506,2.30584,0.545538
230,24.6332,3.61123,0.547353
240,17.1756,3.295,0.436275
250,16.7393,2.72739,0.438195
260,16.7937,2.77285,0.439971
270,19.4659,3.09088,0.441618
280,23.0128,3.8735,0.443151
290,14.3707,2.61584,0.44458
300,22.0457,4.11807,0.445917
310,15.8717,2.59548,0.447168
320,13.682,3.19019,0.448344
330,15.8972,2.9651,0.44945
340,14.4329,2.83869,0.450493
350,15.3328,2.59655,0.451478
360,13.0829,2.59679,0.452409
370,16.0861,3.07865,0.453291
380,19.244,3.81016,0.454128
390,15.6385,3.18263,0.454923
400,15.4483,2.4923,0.45568
410,16.4803,3.5179,0.456401
420,14.9854,2.75078,0.457087
430,16.0195,2.71529,0.457743
440,18.9181,3.23183,0.45837
450,14.941,2.73548,0.45897
460,15.5727,2.42712,0.459544
470,13.4851,2.67141,0.460094
480,17.1827,3.46535,0.460622
490,16.5394,2.84239,0.46113
500,17.1196,2.30797,0.461616
510,18.2959,2.92113,0.462085
520,18.9672,3.23416,0.462536
530,22.4459,3.74395,0.462971
540,23.3173,3.2559,0.463389
550,19.0711,3.93515,0.463793
560,23.4584,3.25649,0.464183
570,18.2157,3.25678,0.464559
580,20.7089,3.25705,0.464923
590,15.5969,3.25731,0.465274
600,16.4338,3.25757,0.465615
610,18.6289,3.25782,0.465944
620,18.7268,3.25807,0.466263
630,15.5499,2.91241,0.466572
640,18.7971,3.50639,0.466871
650,16.3229,2.88495,0.467162
660,13.9023,2.88503,0.467444
670,16.1919,2.98048,0.467718
680,18.3613,3.0641,0.467984
690,14.7353,2.62958,0.468241
700,13.641,3.23323,0.468493
710,15.7501,3.12426,0.468737
720,13.882,2.62235,0.468974
730,14.5484,2.94078,0.469205
740,18.9579,3.13063,0.46943
750,15.1191,2.6675,0.469649
760,14.6425,2.9561,0.469863
770,15.8028,2.9827,0.47007
780,16.0713,2.9563,0.470273
790,18.5654,2.84753,0.470471
800,16.4753,3.86376,0.470664
810,22.3588,3.8639,0.470852
820,19.4818,3.08969,0.471036
830,19.8853,3.62373,0.471215
840,18.4059,3.05923,0.47139
850,19.7251,2.94491,0.471561
860,22.1616,3.75953,0.471728
870,17.7276,2.91323,0.471891
880,17.1811,3.80405,0.472051
890,15.7609,2.75408,0.472207
900,16.6182,2.88981,0.47236
910,15.0839,2.88995,0.47251
920,16.3089,3.18381,0.472656
930,18.9988,2.89022,0.472799
940,15.8092,2.89034,0.472939
950,15.7987,3.01076,0.473076
960,16.3633,4.06647,0.47321
970,18.4081,2.89071,0.473342
980,16.0003,4.22402,0.473471
990,14.292,2.81059,0.473598
